日期,换手率
2011-12-31,1.065091304347826
2012-01-31,0.9040428571428573
2012-02-29,0.8348904761904761
2012-03-31,0.9606913043478261
2012-04-30,1.2323176470588235
2012-05-31,0.8633190476190477
2012-06-30,0.7911476190476191
2012-07-31,1.2238857142857142
2012-08-31,0.6412739130434782
2012-09-30,0.4811904761904762
2012-10-31,0.7757823529411765
2012-11-30,0.9263681818181819
2012-12-31,0.8836619047619048
2013-01-31,1.4155799999999998
2013-02-28,1.2513800000000002
2013-03-31,1.6674363636363636
2013-04-30,1.99725
2013-05-31,2.401266666666667
2013-06-30,1.7546666666666666
2013-07-31,1.2966045454545456
2013-08-31,1.147708695652174
2013-09-30,0.7996833333333334
2013-10-31,1.4467444444444444
2013-11-30,0.5658181818181819
2013-12-31,0.7437619047619047
2014-01-31,1.5636181818181818
2014-02-28,1.5805466666666668
2014-03-31,1.0432238095238096
2014-04-30,0.5451904761904762
2014-05-31,0.5220428571428571
2014-06-30,0.5147368421052633
2014-07-31,1.5821
2014-08-31,1.364840909090909
2014-09-30,1.55695
2014-10-31,1.6956499999999999
2014-11-30,1.2638714285714285
2014-12-31,1.9144590909090908
2015-01-31,2.2455285714285713
2015-02-28,1.6792
2015-03-31,3.433471428571429
2015-04-30,3.653628571428572
2015-05-31,3.232847619047619
2015-06-30,1.9737749999999998
2015-07-31,0.0
2015-08-31,0.0
2015-09-30,0.0
2015-10-31,0.9853111111111112
2015-11-30,4.126775
2015-12-31,2.468417391304348
2016-01-31,3.321814285714286
2016-02-29,3.135213333333333
2016-03-31,2.9057913043478263
2016-04-30,2.524490476190476
2016-05-31,1.46268
2016-06-30,1.576165
2016-07-31,3.0032045454545453
2016-08-31,3.6368545454545456
2016-09-30,1.673735
2016-10-31,1.89626875
2016-11-30,1.1397681818181817
2016-12-31,0.6187826086956522
2017-01-31,0.8519555555555556
2017-02-28,0.9388764705882352
2017-03-31,0.7535130434782609
2017-04-30,0.6141263157894737
2017-05-31,0.6691315789473684
2017-06-30,0.6484090909090909
2017-07-31,0.4298047619047619
2017-08-31,0.37555652173913046
2017-09-30,0.5646954545454546
2017-10-31,0.5261750000000001
2017-11-30,0.5616545454545455
2017-12-31,0.0
2018-01-31,0.0
2018-02-28,0.0
2018-03-31,0.0
2018-04-30,0.0
2018-05-31,0.0
2018-06-30,0.0
2018-07-31,1.4328952380952382
2018-08-31,1.4183304347826087
2018-09-30,0.96107
2018-10-31,1.7004117647058823
2018-11-30,2.151968181818182
2018-12-31,1.2455714285714286
2019-01-31,0.9385857142857142
2019-02-28,2.543406666666667
2019-03-31,4.008131818181818
2019-04-30,2.77556
2019-05-31,2.59421
2019-06-30,1.0007350000000002
2019-07-31,0.7053636363636364
2019-08-31,0.785504347826087
2019-09-30,1.3232052631578948
2019-10-31,0.7998555555555555
2019-11-30,0.5481545454545454
2019-12-31,0.738647619047619
2020-01-31,1.2937352941176472
2020-02-29,6.964945
2020-03-31,3.5463809523809524
2020-04-30,3.020952380952381
2020-05-31,1.1927842105263158
2020-06-30,1.4075473684210527
2020-07-31,4.624821739130435
2020-08-31,2.9505
2020-09-30,1.7152500000000002
2020-10-31,0.9193647058823529
2020-11-30,0.98102
2020-12-31,0.9380478260869565
2021-01-31,0.9189619047619049
2021-02-28,0.9446266666666666
2021-03-31,0.8896545454545456
2021-04-30,2.7137190476190476
2021-05-31,1.2216944444444444
2021-06-30,1.1471952380952382
2021-07-31,1.394508695652174
2021-08-31,0.7769571428571428
2021-09-30,0.7789928571428572
